id,value
Finance|Property-Casualty Insurers|PLMR(2.630B),2.630B
Finance|Property-Casualty Insurers|PRA(1.268B),1.268B
Finance|Property-Casualty Insurers|PROS(0.548B),0.548B
Finance|Property-Casualty Insurers|PTVCA(0.327B),0.327B
Finance|Property-Casualty Insurers|PTVCB(0.327B),0.327B
Finance|Property-Casualty Insurers|RDN(3.906B),3.906B
Finance|Property-Casualty Insurers|RE(9.632B),9.632B
Finance|Property-Casualty Insurers|RLI(4.619B),4.619B
Finance|Property-Casualty Insurers|RNR(8.072B),8.072B
Finance|Property-Casualty Insurers|ROOT(4.605B),4.605B
Finance|Property-Casualty Insurers|SAFT(1.170B),1.170B
Finance|Property-Casualty Insurers|SG(1.441B),1.441B
Finance|Property-Casualty Insurers|SIGI(4.015B),4.015B
Finance|Property-Casualty Insurers|SIGIP(0.000B),0.000B
Finance|Property-Casualty Insurers|STFC(0.746B),0.746B
Finance|Property-Casualty Insurers|THG(4.186B),4.186B
Finance|Property-Casualty Insurers|TIG(0.885B),0.885B
Finance|Property-Casualty Insurers|TIPT(0.175B),0.175B
Finance|Property-Casualty Insurers|TPRE(0.931B),0.931B
Finance|Property-Casualty Insurers|TRV(37.250B),37.250B
Finance|Property-Casualty Insurers|UFCS(0.735B),0.735B
Finance|Property-Casualty Insurers|UIHC(0.249B),0.249B
Finance|Property-Casualty Insurers|UNAM(0.028B),0.028B
Finance|Property-Casualty Insurers|UVE(0.424B),0.424B
Finance|Property-Casualty Insurers|WRB(11.936B),11.936B
Finance|Property-Casualty Insurers|WTM(3.754B),3.754B
Finance|Property-Casualty Insurers|WTREP(0.000B),0.000B
Finance|Property-Casualty Insurers|Y(8.497B),8.497B
Finance|Real Estate|AAMC(0.041B),0.041B
Finance|Real Estate|AEI(0.205B),0.205B
Finance|Real Estate|AHH(1.010B),1.010B
Finance|Real Estate|ARL(0.154B),0.154B
Finance|Real Estate|BEKE(75.784B),75.784B
Finance|Real Estate|BOMN(1.249B),1.249B
Finance|Real Estate|BPY(16.602B),16.602B
Finance|Real Estate|BPYPN(0.000B),0.000B
Finance|Real Estate|BPYPO(0.000B),0.000B
Finance|Real Estate|BPYPP(0.000B),0.000B
Finance|Real Estate|BVH(0.287B),0.287B
Finance|Real Estate|BXG(0.554B),0.554B
Finance|Real Estate|CBRE(23.418B),23.418B
Finance|Real Estate|CHCI(0.050B),0.050B
Finance|Real Estate|CIGI(4.102B),4.102B
Finance|Real Estate|CRESY(0.309B),0.309B
Finance|Real Estate|CTO(0.280B),0.280B
Finance|Real Estate|CWK(3.342B),3.342B
Finance|Real Estate|DUO(0.689B),0.689B
Finance|Real Estate|EFC(0.687B),0.687B
Finance|Real Estate|EXPI(9.613B),9.613B
Finance|Real Estate|FOR(1.044B),1.044B
Finance|Real Estate|FPH(0.945B),0.945B
Finance|Real Estate|FRPH(0.426B),0.426B
Finance|Real Estate|FSV(6.564B),6.564B
Finance|Real Estate|FTHM(0.689B),0.689B
Finance|Real Estate|GTY(1.200B),1.200B
Finance|Real Estate|HGSH(0.056B),0.056B
Finance|Real Estate|HPP(3.650B),3.650B
Finance|Real Estate|IIPR(5.006B),5.006B
Finance|Real Estate|INDT(0.368B),0.368B
Finance|Real Estate|INVH(16.693B),16.693B
Finance|Real Estate|JLL(7.726B),7.726B
Finance|Real Estate|KW(2.479B),2.479B
Finance|Real Estate|LEJU(0.491B),0.491B
Finance|Real Estate|MDJH(0.058B),0.058B
Finance|Real Estate|MLP(0.223B),0.223B
Finance|Real Estate|MMAC(0.133B),0.133B
Finance|Real Estate|MMI(1.501B),1.501B
Finance|Real Estate|NMRK(1.655B),1.655B
Finance|Real Estate|NTP(0.550B),0.550B
Finance|Real Estate|OBAS(0.059B),0.059B
Finance|Real Estate|OPEN(17.998B),17.998B
Finance|Real Estate|OPENW(0.000B),0.000B
Finance|Real Estate|OPI(1.186B),1.186B
Finance|Real Estate|OPINI(0.000B),0.000B
Finance|Real Estate|OPINL(0.000B),0.000B
Finance|Real Estate|PICO(0.173B),0.173B
Finance|Real Estate|QK(0.164B),0.164B
Finance|Real Estate|RDFN(8.832B),8.832B
Finance|Real Estate|RFL(0.597B),0.597B
Finance|Real Estate|RLGY(2.024B),2.024B
Finance|Real Estate|RMAX(1.198B),1.198B
Finance|Real Estate|RVI(0.330B),0.330B
Finance|Real Estate|SRG(1.047B),1.047B
Finance|Real Estate|TRC(0.428B),0.428B
Finance|Real Estate|TRNO(4.027B),4.027B
Finance|Real Estate|UE(1.899B),1.899B
Finance|Real Estate|VAC(6.082B),6.082B
Finance|Savings Institutions|AFBI(0.000B),0.000B
Finance|Savings Institutions|AX(2.575B),2.575B
Finance|Savings Institutions|AXO(0.000B),0.000B
Finance|Savings Institutions|BCBP(0.219B),0.219B
Finance|Savings Institutions|BFIN(0.137B),0.137B
Finance|Savings Institutions|BKU(3.690B),3.690B
Finance|Savings Institutions|BRKL(1.056B),1.056B
Finance|Savings Institutions|BYFC(0.065B),0.065B
Finance|Savings Institutions|CARV(0.030B),0.030B
Finance|Savings Institutions|CBMB(0.053B),0.053B
Finance|Savings Institutions|CFFN(1.789B),1.789B
Finance|Savings Institutions|CLBK(1.807B),1.807B
Finance|Savings Institutions|CLDB(0.077B),0.077B
Finance|Savings Institutions|CNNB(0.036B),0.036B
Finance|Savings Institutions|CVLY(0.153B),0.153B
Finance|Savings Institutions|CZWI(0.122B),0.122B
Finance|Savings Institutions|DCOM(0.912B),0.912B
Finance|Savings Institutions|DCOMP(0.000B),0.000B
Finance|Savings Institutions|EBC(3.119B),3.119B
Finance|Savings Institutions|FBC(2.350B),2.350B
Finance|Savings Institutions|FCAP(0.169B),0.169B
Finance|Savings Institutions|FCCY(0.179B),0.179B
Finance|Savings Institutions|FFBW(0.082B),0.082B
Finance|Savings Institutions|FGBI(0.161B),0.161B
Finance|Savings Institutions|FMAO(0.252B),0.252B
Finance|Savings Institutions|FSEA(0.055B),0.055B
Finance|Savings Institutions|FSFG(0.145B),0.145B
Finance|Savings Institutions|HFBL(0.052B),0.052B
Finance|Savings Institutions|HMNF(0.092B),0.092B
Finance|Savings Institutions|HSBC(119.766B),119.766B
Finance|Savings Institutions|HTBI(0.365B),0.365B
Finance|Savings Institutions|IROQ(0.068B),0.068B
Finance|Savings Institutions|KFFB(0.058B),0.058B
Finance|Savings Institutions|KRNY(0.901B),0.901B
Finance|Savings Institutions|LSBK(0.092B),0.092B
Finance|Savings Institutions|MGYR(0.062B),0.062B
Finance|Savings Institutions|MLVF(0.121B),0.121B
Finance|Savings Institutions|MSVB(0.052B),0.052B
Finance|Savings Institutions|NFBK(0.694B),0.694B
Finance|Savings Institutions|NRIM(0.218B),0.218B
Finance|Savings Institutions|OCFC(1.251B),1.251B
Finance|Savings Institutions|OCFCP(0.000B),0.000B
Finance|Savings Institutions|OFED(0.124B),0.124B
Finance|Savings Institutions|PBCT(6.510B),6.510B
Finance|Savings Institutions|PBCTP(0.000B),0.000B
Finance|Savings Institutions|PDLB(0.170B),0.170B
Finance|Savings Institutions|PFS(1.496B),1.496B
Finance|Savings Institutions|PROV(0.117B),0.117B
Finance|Savings Institutions|PVBC(0.235B),0.235B
Finance|Savings Institutions|RVSB(0.127B),0.127B
Finance|Savings Institutions|SAL(0.114B),0.114B
Finance|Savings Institutions|SBT(0.240B),0.240B
Finance|Savings Institutions|SFBC(0.087B),0.087B
Finance|Savings Institutions|TBNK(0.229B),0.229B
Finance|Savings Institutions|TFSL(5.325B),5.325B
Finance|Savings Institutions|UMPQ(3.576B),3.576B
Finance|Savings Institutions|WNEB(0.190B),0.190B
Finance|Savings Institutions|WSBF(0.496B),0.496B
Finance|Specialty Insurers|AJG(22.981B),22.981B
Finance|Specialty Insurers|AON(51.955B),51.955B
Finance|Specialty Insurers|ARGD(0.000B),0.000B
Finance|Specialty Insurers|ARGO(1.548B),1.548B
Finance|Specialty Insurers|BRO(12.543B),12.543B
Finance|Specialty Insurers|BRP(3.165B),3.165B
Finance|Specialty Insurers|CRVL(1.858B),1.858B
Finance|Specialty Insurers|EHTH(1.405B),1.405B
Finance|Specialty Insurers|EQH(12.384B),12.384B
Finance|Specialty Insurers|ERIE(13.373B),13.373B
Finance|Specialty Insurers|FAF(6.337B),6.337B
Finance|Specialty Insurers|FANH(0.798B),0.798B
Finance|Specialty Insurers|FNF(11.635B),11.635B
Finance|Specialty Insurers|GOCO(4.570B),4.570B
Finance|Specialty Insurers|GSHD(6.201B),6.201B
Finance|Specialty Insurers|HUIZ(0.582B),0.582B
Finance|Specialty Insurers|IGIC(0.387B),0.387B
Finance|Specialty Insurers|IGICW(0.000B),0.000B
Finance|Specialty Insurers|ITIC(0.303B),0.303B
Finance|Specialty Insurers|MMC(59.807B),59.807B
Finance|Specialty Insurers|RELI(1.491B),1.491B
Finance|Specialty Insurers|RELIW(0.000B),0.000B
Finance|Specialty Insurers|SLQT(4.566B),4.566B
Finance|Specialty Insurers|STC(1.474B),1.474B
Finance|Specialty Insurers|TIRX(0.316B),0.316B
Finance|Specialty Insurers|WLTW(28.758B),28.758B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ABCM(5.509B),5.509B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ACOR(0.065B),0.065B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ADAP(0.926B),0.926B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ADMA(0.250B),0.250B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ADPT(8.384B),8.384B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ADVM(1.252B),1.252B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|AERI(0.764B),0.764B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|AGEN(0.840B),0.840B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|AGTC(0.312B),0.312B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|AIM(0.099B),0.099B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ALEC(1.385B),1.385B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ALGS(1.116B),1.116B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ALLO(4.810B),4.810B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ALNA(0.097B),0.097B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ALVR(2.594B),2.594B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|AMGN(134.302B),134.302B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|APTO(0.373B),0.373B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ARGX(18.570B),18.570B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ARMP(0.127B),0.127B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ATHA(0.772B),0.772B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ATRA(1.477B),1.477B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|AUTL(0.372B),0.372B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|AVRO(0.480B),0.480B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|AXLA(0.227B),0.227B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|AYLA(0.231B),0.231B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|AZYO(0.160B),0.160B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|BBI(0.079B),0.079B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|BCAB(1.887B),1.887B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|BCDA(0.064B),0.064B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|BCDAW(0.000B),0.000B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|BCLI(0.236B),0.236B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|BCRX(1.907B),1.907B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|BDTX(1.035B),1.035B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|BEAM(6.035B),6.035B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|BIIB(42.029B),42.029B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|BLUE(1.789B),1.789B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|BNTX(27.124B),27.124B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|BVXV(0.068B),0.068B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CABA(0.274B),0.274B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CASI(0.346B),0.346B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CBMG(0.385B),0.385B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CBPO(4.641B),4.641B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CCCC(1.838B),1.838B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CDAK(0.396B),0.396B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CDTX(0.116B),0.116B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CGEM(1.897B),1.897B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CGEN(1.039B),1.039B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CHRS(1.211B),1.211B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CLLS(1.028B),1.028B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CMPI(0.298B),0.298B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CRDF(0.414B),0.414B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CRIS(0.928B),0.928B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CRSP(11.019B),11.019B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CRTX(0.928B),0.928B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CSBR(0.144B),0.144B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|CVM(0.785B),0.785B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|DBVT(0.615B),0.615B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|DNLI(7.594B),7.594B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|DTIL(0.637B),0.637B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|DYAI(0.165B),0.165B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|EDIT(3.480B),3.480B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|EIGR(0.366B),0.366B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ENTX(0.034B),0.034B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ENTXW(0.000B),0.000B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ERYP(0.181B),0.181B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|EXEL(6.945B),6.945B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|FATE(9.431B),9.431B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|FDMT(1.138B),1.138B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|FENC(0.198B),0.198B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|FMTX(1.781B),1.781B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|FRLN(0.534B),0.534B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|FUSN(0.498B),0.498B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|GENE(0.082B),0.082B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|GILD(81.768B),81.768B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|GMDA(0.662B),0.662B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|GNCA(0.175B),0.175B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|GNFT(0.218B),0.218B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|GRTS(0.711B),0.711B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|HALO(6.501B),6.501B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|HARP(0.603B),0.603B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|IDRA(0.184B),0.184B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|IKT(0.079B),0.079B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|IMCR(2.030B),2.030B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|IMTX(0.697B),0.697B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|IMTXW(0.000B),0.000B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|IMVT(1.552B),1.552B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|INBX(0.995B),0.995B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|INMB(0.253B),0.253B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|IOVA(6.806B),6.806B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|IPHA(0.340B),0.340B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ITOS(1.368B),1.368B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|JNCE(0.436B),0.436B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|KLDO(0.450B),0.450B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|KOD(6.809B),6.809B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|KRBP(0.077B),0.077B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|KRYS(1.654B),1.654B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|KYMR(2.479B),2.479B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|LCTX(0.427B),0.427B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|LIFE(0.055B),0.055B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|LJPC(0.168B),0.168B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|LOGC(0.260B),0.260B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|LQDA(0.142B),0.142B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|MBOT(0.071B),0.071B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|MESO(1.213B),1.213B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|MGTX(0.669B),0.669B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|MRNA(67.101B),67.101B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|NBIX(10.648B),10.648B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|NK(4.023B),4.023B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|NSTG(3.336B),3.336B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|NVAX(17.843B),17.843B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|OCGN(1.902B),1.902B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ONVO(0.103B),0.103B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|ORTX(0.914B),0.914B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|OTLK(0.396B),0.396B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|OTLKW(0.000B),0.000B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|OYST(0.662B),0.662B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|PASG(1.136B),1.136B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|PCVX(1.283B),1.283B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|PHGE(0.188B),0.188B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|PLX(0.177B),0.177B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|PSTI(0.227B),0.227B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|PSTX(0.643B),0.643B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|PTE(0.106B),0.106B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|QGEN(12.692B),12.692B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|REPL(1.686B),1.686B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|RGEN(11.798B),11.798B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|RGNX(1.789B),1.789B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|RLAY(3.884B),3.884B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|RUBY(0.961B),0.961B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|RVMD(3.254B),3.254B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|SANA(6.594B),6.594B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|SGEN(28.736B),28.736B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|SGMO(1.898B),1.898B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|SLDB(0.591B),0.591B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|SNCA(0.031B),0.031B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|SQZ(0.452B),0.452B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|SRNE(3.506B),3.506B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|SRRK(1.681B),1.681B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|STRO(1.078B),1.078B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|SURF(0.372B),0.372B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|SWTX(4.178B),4.178B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|TARA(0.127B),0.127B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|TARS(0.787B),0.787B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|TBIO(1.885B),1.885B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|TCON(0.151B),0.151B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|TCRR(1.077B),1.077B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|TECH(15.406B),15.406B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|TSHA(1.093B),1.093B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|TTNP(0.040B),0.040B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|TWST(7.250B),7.250B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|VCEL(2.315B),2.315B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|VIR(8.883B),8.883B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|VOR(1.715B),1.715B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|VXRT(0.798B),0.798B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|VYGR(0.249B),0.249B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|WINT(0.095B),0.095B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|XFOR(0.155B),0.155B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|XLRN(7.783B),7.783B
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|XTNT(0.160B),0.160B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|AIKI(0.054B),0.054B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|AVXL(0.845B),0.845B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|BASI(0.183B),0.183B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|CRL(14.550B),14.550B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|ELOX(0.151B),0.151B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|EXAS(23.903B),23.903B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|ICLR(10.838B),10.838B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|INCY(17.928B),17.928B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|IQV(35.905B),35.905B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|LUNA(0.364B),0.364B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|MEDP(5.831B),5.831B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|NRC(1.236B),1.236B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|PPD(12.776B),12.776B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|PRAH(8.046B),8.046B
Health Care|Biotechnology: Commercial Physical & Biological Resarch|SYNH(7.727B),7.727B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|AXGN(0.801B),0.801B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|BLFS(1.324B),1.324B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|BSGM(0.158B),0.158B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|CHFS(0.024B),0.024B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|CNMD(3.436B),3.436B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|CUTR(0.638B),0.638B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|ECOR(0.128B),0.128B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|EDAP(0.272B),0.272B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|ELMD(0.094B),0.094B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|EYES(0.057B),0.057B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|EYESW(0.000B),0.000B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|FONR(0.127B),0.127B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|HSDT(0.001B),0.001B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|INMD(2.608B),2.608B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|IRIX(0.073B),0.073B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|LIVN(3.475B),3.475B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|MASI(14.661B),14.661B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|MDT(155.317B),155.317B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|NDRA(0.079B),0.079B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|NDRAW(0.000B),0.000B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|NTUS(0.878B),0.878B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|OM(2.192B),2.192B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|SLNO(0.234B),0.234B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|STRR(0.022B),0.022B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|STRRP(0.000B),0.000B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|STXS(0.407B),0.407B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|TMDX(0.904B),0.904B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|VAR(16.177B),16.177B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|VIVE(0.031B),0.031B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|VRAY(0.808B),0.808B
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|ZYXI(0.602B),0.602B
Health Care|Biotechnology: In Vitro & In Vivo Diagnostic Substances|ABIO(0.043B),0.043B
Health Care|Biotechnology: In Vitro & In Vivo Diagnostic Substances|ACHV(0.083B),0.083B
Health Care|Biotechnology: In Vitro & In Vivo Diagnostic Substances|AKER(0.073B),0.073B
